videoWebURL,summittedVideoURL,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesTold,replyCommentTotal,uid,uniqueld,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7557278171881849621,1759566098,2025-10-04T08:21:38.000Z,yaa Allah yaa Robby yqaaa you want to do it again,0,False,False,,0,7258571501040501762,nurianja6,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7268876628758331397~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55c7adc5&x-expires=1779886800&x-signature=qS7R%2FUR7AU2Pjrt8aZQsxplWYa8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7543232398092698386,1756295660,2025-08-27T11:54:20.000Z,"Maaf dok, saya mau nanyak tentang sikap introvert dan pendiam itu bagaimana ya? sama atau tidak? dan tolong penjelasannya 🙏
soalnya masih banyak orang² yg belum paham termasuk saya🙏",1,False,False,,0,7261503900028765190,hanyakata_16,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e49ddc35a4c7e627861b5020ee829c7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6220f460&x-expires=1779886800&x-signature=s8V5fNd409HRM6m44%2F%2Bixhci7Cc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546171714070512402,1756980024,2025-09-04T10:00:24.000Z,iya 🥰🥰,2,False,False,,0,7502948344886051858,userrr7478h,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ce97945cc09a1d29defce82d43d1fe7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2602559&x-expires=1779886800&x-signature=YhaqH98qK9uY%2Bnt%2BZjBWxHBXCS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546107360562873106,1756965046,2025-09-04T05:50:46.000Z,yaa Allah...yaa Robb...,2,False,False,,0,7486831769535333384,erna.elvira,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6b393795755ddd21ad07eed16941620d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e34b4474&x-expires=1779886800&x-signature=vCuIa3IXfG1wnxFPJlj8te8iSvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546147086912799504,1756974297,2025-09-04T08:24:57.000Z,Waduuhh..,6,False,False,,1,6878834034693587973,begogriadi,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/76d9bfd53a6427cac5fb2da8f1e92a0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67016e26&x-expires=1779886800&x-signature=DzBCbRYtrmRxK8eKwXL5nSJybZE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546072466541282066,1756956921,2025-09-04T03:35:21.000Z,"Pengaruh dari orang tua juga banyak, banyak keluarga yang nggk cemara",5,False,False,,0,7256401858960049158,hey_yris,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/67ee2e7b2caf5f764813c5d88c0344aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b852027&x-expires=1779886800&x-signature=qOPaltSCqQgU3WTrtHNF1UBHCcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7469370645903966984,1739098400,2025-02-09T10:53:20.000Z,"kalo dikit² emosi tu termasuk mental rusak ya?
terus suka ga pd depan orang rame",382,False,False,,17,7380175426200814597,jryy58,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6a3467e10254b807297d62b67fbaf4f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24d952f5&x-expires=1779886800&x-signature=do0GLaMJUUV7SzvgZkVIL93auFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7477514974111400712,1740994644,2025-03-03T09:37:24.000Z,dok kalo ngehayal pacaran sama anime gimana? btw pacar ku elaina😁😁,20,False,False,,6,7442990522253444151,yanzz.elaina,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2148cdb06c07f3e6cbd100b4e429afac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2551ab7f&x-expires=1779886800&x-signature=2Y65ErLXO2BLCeVePTA3cOOELi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7457179965366764309,1736260027,2025-01-07T14:27:07.000Z,"dari 15,5 juta aku salah satunya😔",878,False,False,,4,6858912954755286017,cigsssex,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0bc7e930e21561327fbf6a93701e7376~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ae710d16&x-expires=1779886800&x-signature=7gOmb00moydzRV%2B%2FPpHQ6JUFUC8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7478289838934344454,1741175094,2025-03-05T11:44:54.000Z,masalah utamanya kena mental sama orang rumah 👍👍,157,False,False,,5,6858932740768121858,indragaming461,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a52d391953078e13bafdc0f0386b5473~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ff862667&x-expires=1779886800&x-signature=NPIgsY%2BrG6ZloemKD2S%2B0ZGCG4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7477215032520377095,1740924806,2025-03-02T14:13:26.000Z,aku yang paling parah 🥺mentalku rusak,6,False,False,,0,6812174348352750594,mamamuda.com.id,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/df75b78a011556e2a314fa7a8d6c7d7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3725af91&x-expires=1779886800&x-signature=tmYUFS6ByWdS4tPR719qfo3t3Z0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7482190774214591240,1742083317,2025-03-16T00:01:57.000Z,"aku ada penyakit mental, dan aku ngga ngerasa punya penyakit mental, mungkin dah jadi kebiasaan sehari-hari?",5,False,False,,0,7387577314265236481,amaliatuzzahra0,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bb0648b5187bce62b9a72c8bdb8e4a1d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a0eece0&x-expires=1779886800&x-signature=nXa8rzSoxLPZE%2BigBecCJx4UHH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7463628882165711624,1737761588,2025-01-24T23:33:08.000Z,"aku di diagnosa Anxiety, trauma nya aja dari ortu. ga perlu Deket Deket mereka dok, ga bakal panik nanti",0,False,False,,0,7347833510504580097,grizelle_com,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8963c34d646d16c35bccee23b22db69e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=380e773a&x-expires=1779886800&x-signature=CmkqKtb44c1TmnY08AsCwjs%2Ff5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7480880889993888519,1741778338,2025-03-12T11:18:58.000Z,ngerasa sih😭,8,False,False,,1,7466316677233116168,pohongaran_00,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/306ccdd522b1770de12ba80968c4cd19~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5181609d&x-expires=1779886800&x-signature=C72Fea7ypC0l5079R23ACbd3l60%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7477044258114781959,1740885048,2025-03-02T03:10:48.000Z,termasuk aku sejak aku kecil hingga remaja mendapat tekanan mental dari keluarga dan lingkungan.....akhirnya aku melawan dan sekarang aku jadi acuh sama keluarga dan lingkungan,8,False,False,,0,7347992487485883394,boneng_544,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dea1edd15b6f44b31bde1d4e3deb0af5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=52858ab0&x-expires=1779886800&x-signature=UDfdKwVjCxzj4yUJHsp%2Bpm6%2FPBQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7480109272242045704,1741598675,2025-03-10T09:24:35.000Z,saya stres nunggu magrib bu,22,False,False,,1,7379153465689244678,bapakkutencent,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9bfb569e47fea7c698c47ae62bbd5ef8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a977e99d&x-expires=1779886800&x-signature=pplUd6ePNChp4SVy3188vTbsc0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7478377260417762055,1741195408,2025-03-05T17:23:28.000Z,"dan yap, karena orang tua",1063,False,False,,11,7150198621391979547,4postle,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/90dbda81786c34e49c2c294364955948~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0bf76752&x-expires=1779886800&x-signature=ALTnUJePD1hU0i2iA8ysReTUWh4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7479380647879787269,1741429063,2025-03-08T10:17:43.000Z,"iyaa aku jg kena mental, grgr skripsi,pertemanan, patah hati, ekonomi",24,False,False,,0,6853348805903975425,gabrielaricson,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/435f3ac678545107542252dfb5d46426~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04761406&x-expires=1779886800&x-signature=NdXheQWs%2FCX19W%2BSht9LU4YQwNE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7470037514486891271,1739253672,2025-02-11T06:01:12.000Z,gara gara main ml,8,False,False,,0,7043228179691226138,zizi11147,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2bae121d5df5d525aaf7ada69da7ac6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b1c2dec3&x-expires=1779886800&x-signature=%2F9AL4kqY1HheezEcLeP5qDyzeGE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7555314478612775698,1759109043,2025-09-29T01:24:03.000Z,saya suka pusing,1,False,False,,0,7526943236703732743,user46281416576591,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6239704d7739da9c306f8948533ea013~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=687f0730&x-expires=1779886800&x-signature=CMQowomCcEZuQwW%2FXMWbO8K85pw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7494523299008316167,1744954697,2025-04-18T05:38:17.000Z,Karena ortu juga sih🙁,4,False,False,,0,6957224445653287937,anak.kucai888,https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98b9835f&x-expires=1779886800&x-signature=ZwqJXa%2FwIUJt0HLNBfbBAV4GbfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546082759677936405,1756959523,2025-09-04T04:18:43.000Z,"@a:dan yap, karena orang tua kamu mohon bantuannya ya Allah yang semua itu tidak bhsawrtiuF say cintai ❤️sayang dan cintai",2,False,False,,0,7165001088634487834,vebi667702,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9b3506efd0fbe7b5d3d8e0cbb49cd357~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b25e39be&x-expires=1779886800&x-signature=TFin71eXu7bo1YsqvVMCvuYcN4U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7543142452937671431,1756274720,2025-08-27T06:05:20.000Z,mental apa an kk,2,False,False,,0,7282729781472592902,ayuapriliya321,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6e331d826100ee81c8200ed99f6ad600~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08acb82e&x-expires=1779886800&x-signature=IvukGKE20L9NdrU58DpYDtHlOgo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7558828953441911570,1759927172,2025-10-08T12:39:32.000Z,kasian remaja indonesia,2,False,False,,0,7552713063670793217,meriyanti5211,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b2078c5036539d85efc7ae17a46fb42c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a68455d4&x-expires=1779886800&x-signature=p24KzwAXozNqofWRFBkHf8DzwUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7546065625043911445,1756955326,2025-09-04T03:08:46.000Z,bener bngettt🥺🥺,1,False,False,,0,7009525209822184449,gbtbgt560,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5385ecac8eb20e09a6378f167babf649~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e50c826&x-expires=1779886800&x-signature=QeQmVJV7njrokU4cSQkZU6onkAI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7544264806590989064,1756536040,2025-08-30T06:40:40.000Z,saya akan coba berinteraksi dg anakku yg memang jarang bicara,1,False,False,,0,7264550845551117318,kang.zapra,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6dd04d18866a7fea01214c7587ee54a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a34dd0de&x-expires=1779886800&x-signature=71iU3lNF2XEjwmWMVZWU3e1243U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7495794080340738834,1745250579,2025-04-21T15:49:39.000Z,post difacebook kak biar mamakku liat,4,False,False,,0,7484271184823452690,manusia2901,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b17cbe8f0575ef4e64d1c5c557b2a23b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edb7aaf1&x-expires=1779886800&x-signature=3zJ1O0x0KSvJ7UuPBnkrAGDsQLs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7542743164184986375,1756181752,2025-08-26T04:15:52.000Z,setujuuu💯,1,False,False,,0,7227292273581786114,melasuprapto,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e00e5ed43133cf329e429ad1ef8a6861~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1de2f626&x-expires=1779886800&x-signature=1fMqHcQ24zLphgODEGG0WV%2FMPcw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7490448764496511762,1744006029,2025-04-07T06:07:09.000Z,kalo di tanya di tempat rame terus muka cemas+ grogi dan deg degan itu termasuk kena mental bukan?,4,False,False,,1,7455235700218643457,m.nurulhizazi,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c6008bf9ef9c450c3025a3420f180956~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37534e8a&x-expires=1779886800&x-signature=TqFM6ViaWJ3aEZZEH2i7DQclZas%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7486821022114775815,1743161379,2025-03-28T11:29:39.000Z,"aku adalah salah satu dari beberapa anak remaja lain yang terkena dan di karena kan orang tua yang cerai, dan jadi broken home tidak semudah itu",4,False,False,,0,7229591972905698306,pajill21,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a32f786f87826badf7b2f157aad7b45e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ebacdb99&x-expires=1779886800&x-signature=YfEUZ3j8TewoCL%2FT2XffYES1ldc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7542375765767537415,1756096216,2025-08-25T04:30:16.000Z,"Dok ponakanku kayak gini sampai ortunya strees banget,yg aku liat si mamanya NPD tp gk menyadari malah nyalahin suami ,suruh konswling kebpsikolog juga gk mau gmn dok?",2,False,False,,0,6974748652859163649,daun.mudajuga,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/a420c112ab1e697f9856b11b68ce9bdf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ac3b6a4e&x-expires=1779886800&x-signature=MWaD7NbRSk1hPBUI3%2FscMPcmo7g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7480855881820766993,1741772508,2025-03-12T09:41:48.000Z,ak ngayal Alya pacar ku😂,3,False,False,,2,7475936545477133313,waifu_anime6l9,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/646d766e4fc8936b2bad70dae2e58304~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f1ad88ea&x-expires=1779886800&x-signature=pUwbZMqcRAvdbw4n6472ISCNE6k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7471951652522640136,1739699323,2025-02-16T09:48:43.000Z,keseringan nonton tiktok,3,False,False,,0,7304307139131016198,user01tq1,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/53dd2be9d053c675621935f61baa3594~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ddf64e7&x-expires=1779886800&x-signature=NqlfyL19ajfUMdfQ%2F%2FCJFzCcKkU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7490569395287573266,1744034106,2025-04-07T13:55:06.000Z,gua salah satu nya,2,False,False,,0,7466458063953445889,orengcrdm,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/aff21412cc3a69a4e90457d6040c1185~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=579389cb&x-expires=1779886800&x-signature=ncC1O5pz%2BwHUsv1LOMB8loWWVDs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7490389511827260176,1743992240,2025-04-07T02:17:20.000Z,termasuk saya,2,False,False,,0,7461177230040974353,kaisal_abay,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/24e15e1ab930cf096f528529f41f604d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b80abbfc&x-expires=1779886800&x-signature=fcc2%2FP1lJPeqcs14cmPapDSHXqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
https://www.tiktok.com/@dr.zulvia.syarif.spkj/video/7457172725006650629,https://vt.tiktok.com/ZSxYvF1q7/,https://vt.tiktok.com/ZSxYvF1q7/,7558200652088034066,1759780737,2025-10-06T19:58:57.000Z,jaga mental emak2 😌,1,False,False,,0,7304960843694670853,akundastudio8,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/7304961018605043717~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b3c41bf3&x-expires=1779886800&x-signature=614JVfNhePE392PWFeH%2F9a%2BX%2BgM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,{}
